4
10000 10000
467 5975 166 7645 253750278
8633 9463 6114 9755 112108296
1138 4184 3900 7320 362003426
8289 9532 6097 9788 267610366
2793 7482 3868 9515 272202357
701 3349 383 1133 313923196
3161 6269 568 9276 227216799
5356 9284 755 4579 300360011
2563 7136 2912 9585 66812150
5080 8861 2286 6701 156478823
2056 2559 3167 4142 94183997
1107 5903 4351 6096 211382181
4513 7587 2111 7321 121377975
8716 9756 842 3913 235689368
400 1993 2350 5860 154142290
1195 3959 3807 4919 9688510
1055 3583 848 3495 127566281
3099 9670 3910 6699 445165248
1661 5218 1260 8059 133676447
2409 6064 804 3181 643679836
779 6767 2709 8834 272245549
1569 4420 984 4534 155708852
3501 8582 2258 6357 11419169
7707 9972 2437 2485 361714551
1776 9493 2888 8932 74088938
4251 7050 3173 3814 144056784
3365 8733 1172 5278 62411494
1620 7336 4950 8569 186709634
2768 5343 4724 9460 78216561
867 7731 272 6049 174957271
2946 3080 7458 9160 72873047
1007 2278 4901 7295 420460403
2960 6026 1780 6700 67066374
6852 8887 5646 7789 39242646
3991 9536 6641 7591 361288146
7158 9480 3106 8719 23329321
1687 9815 5367 7366 58837150
4643 5509 959 1697 249023537
104 8962 519 4980 375829930
3411 8684 513 8865 186869557
2166 3905 1081 2017 318148605
2576 7921 2030 8620 219753298
1561 4969 3089 9352 80384566
2817 5861 1585 6633 255509036
2354 7978 1714 2596 149383876
1356 2800 3188 4032 326223042
5170 8885 4959 6936 43632451
245 1546 5410 8642 313638887
2365 4723 4296 5372 367929849
7262 7343 3976 7270 127120312
1498 5256 6975 7248 346825149
824 7500 3334 3648 551826119
4097 8982 1943 7835 627412583
3990 7884 4377 5985 179229535
2238 8270 4340 6634 90615247
7107 8086 4154 5853 195281837
2252 7460 1311 3436 84664199
1524 2985 61 6079 104390101
2266 6614 6189 9440 483608327
4539 6714 2023 5758 65196741
4196 7263 790 2974 12935701
126 7829 1927 3150 272790959
1743 4212 894 4254 73115672
1798 2018 3450 4797 87644179
2226 3144 4494 7569 33241445
1107 8396 5082 8138 161730945
7306 9234 670 2913 184201885
1282 4753 6070 7197 390484886
4787 8714 5191 6575 75902996
872 5560 2597 4611 58229425
447 8816 7597 8179 195262658
9218 9695 5432 5779 296166479
6804 8803 6111 8793 28880025
6900 8578 1976 2935 381745382
2079 6295 4793 9232 657272519
8231 9349 2801 9145 24625125
1212 1814 285 6702 67875464
1487 9576 5626 8065 293114435
1919 6535 2376 7315 66369433
2113 5891 7948 9882 239930930
6738 6770 1438 6993 102683611
398 1142 1020 8306 5807696
639 644 6230 9788 45631203
6299 8977 7000 8327 713521781
1683 8797 4822 7202 180254529
5207 5281 7111 7439 426896284
6353 6551 8614 9965 238854989
4168 9421 8654 9778 460352579
2144 9739 3274 7225 2020041
1901 8607 1328 9864 208758670
2885 6558 7798 9677 77613863
1113 4901 3906 9311 146798127
5265 5401 2781 9649 167128562
17 9680 920 9564 57583617
452 4376 2490 4243 6241185
1262 1367 6036 9370 44866177
741 951 8626 8879 181362001
5166 5696 4500 5670 293538373
3842 7619 1068 9115 404593570
7638 8641 3320 9825 631246907
2703 7542 139 6225 341519921
2278 3341 4026 5536 116159290
2597 8763 893 6003 587013502
3477 7143 887 3868 109290395
2022 2568 2662 4268 56359027
8234 8423 5136 7394 135984839
6646 7655 6149 6418 337511902
5566 7504 4290 9195 198314421
1758 4808 5788 8335 150847831
6900 7020 7901 9226 150188193
1393 4497 7902 9318 116723242
3714 7433 3394 6703 230680645
4284 7847 4894 9538 20116382
2246 9136 1814 7388 52910229
7228 9781 2972 4894 133361831
1900 2820 1456 9543 285745163
6715 9925 782 9440 113393688
1040 1759 7047 9338 103171768
4190 9932 6929 8515 48603433
2365 2569 5222 7562 228420250
2120 2261 5357 5471 220965547
3577 8906 181 2922 492869008
5359 7226 3169 5715 272318893
4290 4978 3515 3983 47064926
7318 9887 156 3922 138806234
1013 2008 1567 6771 321715262
2034 8869 1318 2109 32694712
2666 3250 4543 4696 235174369
1650 1757 1050 5527 211758799
5373 9650 1165 3030 123183369
834 6236 1845 4858 39964210
5357 7894 258 9631 33124790
1140 7426 2396 4774 401207713
3930 4278 611 7326 637343315
7029 8830 2413 5794 83965313
3530 4598 5803 8540 6270354
4692 7890 2388 3054 482453661
8131 9924 554 9013 20151450
334 5864 5207 7376 50442069
6688 7544 1398 4424 12749938
4621 8354 5196 9429 50796757
8382 8836 4517 6612 202395605
4116 8815 1146 7015 241453331
7368 9938 4694 8509 8964059
3660 8367 3375 7053 123651604
7050 7958 508 572 106262350
3270 6006 4144 7299 104975415
1118 2684 4088 5456 110534834
3785 6359 1022 7787 323049856
6964 8996 7138 8015 60049852
1264 8058 3432 4392 94042647
3016 4081 2099 7811 51183843
143 9817 3301 5546 65363384
2781 9167 1736 9822 15362235
4196 9909 1515 4884 58722272
906 8360 1975 2163 111846102
2950 3382 101 6969 342177961
5445 6302 2575 3512 96082
3337 9023 4344 6367 409618656
472 8870 3745 8975 9030412
1423 8268 1973 7320 655218128
3043 9446 4053 5974 35718797
2448 2794 1885 7732 33476026
742 1871 2001 7348 11232805
69 3854 4974 7733 256252525
174 3343 7459 7879 624368049
1352 6515 4633 7004 277422046
4915 7938 6074 7831 36137191
4382 8323 989 3931 394876404
686 2965 3702 4394 177938449
1732 6378 586 6453 99492706
912 9161 99 1636 48318990
1786 8678 2624 8376 144682162
200 1597 4119 8974 5169732
601 8135 4162 9697 218607881
3098 8071 4600 5684 107915710
8355 9743 7746 8891 14700944
3547 8603 2225 5697 118041115
8001 9502 3843 5401 244868070
8560 8814 2909 8693 141897000
925 2860 1512 7095 508429622
3780 8033 1541 6330 643963931
3225 8924 3088 7475 1014311
7096 7922 639 8525 402482599
6886 9229 994 4805 580363304
1435 4704 708 7002 501443293
7171 8388 722 2845 147436031
1621 2875 3011 5617 378137425
1911 8919 5988 7045 404342527
1251 1355 2567 8739 257349200
7287 8284 6364 7681 134608897
1997 5031 2966 5459 269914664
6452 7677 4000 5033 338597170
2876 4863 4005 4597 204386981
6172 6347 6074 6551 377893706
4939 6155 8242 9470 153399873
4903 8536 730 7821 257934751
5337 9162 1873 9500 327637488
227 8513 3569 5671 60481444
4547 5216 3436 7367 296903404
971 8632 2238 6080 138991359
4787 4972 3835 4548 513347095
7856 8912 1340 9939 17503454
5037 6798 2335 3263 86789216
5762 8426 997 2734 448527926
3150 8440 4563 6721 343611274
1632 7752 9286 9483 73382071
3820 8914 2173 4560 282182501
2894 3751 324 3805 214735211
2550 3103 4300 8635 336039442
5148 9597 3403 5771 184784633
2105 9393 168 1952 102309597
1162 3323 3521 8035 104546154
3507 6644 6066 7140 152763848
1958 4731 880 6130 228733850
5001 7204 8760 9005 24807216
6247 6919 5983 7141 236566232
2669 5759 294 2795 478876943
1965 5985 1282 8123 483101983
6896 9846 2406 8770 444045440
1689 8741 2162 8395 21918890
7507 9483 3180 6112 152173351
5777 9117 3769 6105 20000374
2473 7790 833 1756 85330404
693 1919 6632 9172 330231435
5060 5289 4921 4951 211971771
1662 4720 2845 6634 313722573
1886 8596 6657 9619 379051700
888 9325 1766 9664 236847234
1226 3799 5303 6586 247754026
3163 4890 8903 9709 98005751
3399 9654 3113 3419 57084910
6195 6996 3194 5209 115499499
3508 4588 178 564 580536792
3445 6412 5312 5605 257688039
2650 9727 1172 4364 26206864
1090 5044 4036 8099 40777286
2440 4884 3085 7327 153088112
806 4542 4955 6472 26767057
5728 7405 96 6076 273024221
6408 8976 4482 4983 150693385
2070 8944 152 5868 77986687
424 3997 2552 3971 184905315
2998 7737 7676 8768 107705879
8040 9931 5446 8533 756717038
4609 8132 230 2393 420383460
4184 6075 8532 8822 171897734
9563 9746 5911 8627 373243382
5709 8415 4790 5362 352163112
1864 7002 2552 7664 82515628
31 1557 6534 7986 289950804
4134 5921 4000 7119 11631011
724 4879 2338 3486 301848500
2401 5256 5713 9283 69489938
31 9313 389 4914 116375487
1668 7978 3565 6792 276782654
344 9154 865 4395 93308873
5814 8565 2227 5825 68769830
9260 9892 891 1901 22230731
528 3637 3643 8250 362435261
6142 8741 4341 8428 365908989
4009 7529 6219 7199 293825082
7846 8693 446 4388 83802566
3532 6341 7836 9013 1705291
335 9326 7505 7639 107659541
4336 6238 5420 6560 59204297
3922 5291 467 2176 43625527
7798 9855 4682 7050 40373953
935 8033 3804 9784 5380193
9257 9910 5216 5507 1188655
3252 8272 1652 1665 376137879
4614 7340 5054 5684 395734322
3361 8872 1272 4796 55736643
967 8819 3437 7147 274102340
6298 7264 176 8158 367937195
2884 3386 4990 6891 471691438
2575 3701 5862 7861 179975266
640 3194 2867 6553 295462377
897 7348 7124 8359 606436941
5188 9483 5697 8190 120887220
3573 6833 278 9886 68410020
6035 8977 2679 2967 49929998
5720 9315 2120 3948 53158245
2003 9407 2270 8809 43595799
6351 7197 1151 5166 20270229
2578 6826 7242 8898 88889171
6662 6718 4728 7027 285431589
3051 4603 2670 6006 265212543
457 4600 49 1903 271110026
2377 6300 887 9698 422629226
2437 4300 1355 5020 240724266
473 901 3327 4469 233931749
4967 9946 81 9966 306502445
1882 7785 2536 4316 695887251
2739 5113 5247 6354 234438702
35 5378 2348 4168 320033678
7948 8391 5016 6315 34660315
2397 2407 4711 6284 177139956
3999 6579 1454 9929 79487762
796 7821 3078 4267 175964506
1199 9146 7256 9667 103086765
6685 8509 503 3096 265402159
4421 4466 1795 2878 29821813
1803 3061 3970 8035 310025205
589 781 6402 7847 208789064
2691 8571 2135 3657 59895687
7567 8025 1497 4870 315222590
1154 5216 6414 9208 325330289
428 2892 803 7965 261394187
1236 9287 6633 9554 14005685
727 5726 7690 8518 77216227
4570 8809 9228 9720 31818056
5448 8178 2210 3959 121548611
3849 9042 4145 4166 75810186
1404 3889 2662 9206 64918299
5258 6424 4548 6713 338135141
927 2052 3888 7010 31093457
3226 9476 1904 9549 32745459
4100 6794 644 9015 385892938
339 2014 333 4178 25539403
1061 2639 7510 9840 115112457
8269 8887 7163 7402 3286344
780 7548 474 2340 50260334
4259 8877 6766 6917 123640004
1897 4324 5606 8669 127858826
5813 9609 3652 5822 599906800
4331 4911 5481 6999 354769005
1255 3127 700 4744 135523869
1818 2128 3966 6881 114646500
3128 8171 5622 6014 239510011
3845 3855 4736 7907 493525150
5061 8422 4411 8513 48736617
1306 2761 5872 7710 668233763
3777 7501 6250 7872 89079608
4683 6063 2188 3422 46865122
295 5483 2031 9530 143679616
211 5927 5693 9694 106852424
769 1816 1000 4505 190678067
1913 3838 1675 5248 64889140
2554 8075 2482 6479 32201729
7013 8058 4418 6347 54373888
7103 9600 3868 8578 45367141
2926 4697 1238 1511 271532219
5020 5313 2352 9552 371384205
3742 7308 1680 4328 224470166
2851 3443 2247 6357 57868046
735 2610 811 6329 39148905
7469 8106 2303 5917 474987
4676 6666 4706 5053 35894364
4922 9144 4534 5801 212811919
4926 7566 2126 4352 540508707
7600 9507 4285 4610 28792607
3044 7600 4300 4370 134404550
6042 6448 1339 6538 35855588
1295 9776 106 9875 92675324
3206 6885 1356 9092 107773579
9104 9828 185 9320 24238215
450 8831 423 9728 182279340
1519 2023 600 5265 116002323
4448 7510 2235 9921 24679877
4161 4184 2643 4954 170342168
8085 9581 4542 7587 33113035
2099 5195 2010 3572 149431356
2754 2797 2258 4627 224247539
2280 6390 2940 4764 335034578
1120 5750 6181 7624 258741391
1385 6351 7873 9342 489386159
4194 6844 5987 8600 192649830
1576 3863 1996 6527 176726966
615 9729 529 9150 166740111
3538 8006 2351 9538 21816793
6146 6938 9123 9738 330038915
2687 5659 5470 6474 248566479
314 462 5956 6474 50531131
5511 7672 833 1581 110685448
445 9801 9541 9989 425488087
2833 6775 801 5458 562775361
3085 5253 2459 8661 10497494
2742 4708 1695 7513 267385221
5745 8982 4134 4901 206492594
1014 3962 2481 4718 190865886
7688 7889 3682 8559 276650811
2204 6208 4268 8166 430688071
196 9645 7032 7251 523879022
4103 6836 686 5020 105161260
3861 8925 4385 6090 217063555
2030 3491 1485 7384 525848769
4539 4869 7421 8443 154319732
5637 9322 5235 7863 289274231
907 3197 1546 5722 306096792
2401 8408 1030 6097 24479596
594 6307 6305 8692 19846045
7522 8831 1267 6966 224700519
913 9050 431 1902 358746799
5047 9240 5527 9772 199193239
2751 4734 2553 8729 392909432
7811 9094 203 8009 103189370
3857 4276 6715 9475 56064813
2738 8114 31 5025 72151929
27 4040 4303 9686 160720831
2200 2746 581 5725 29007159
3270 9095 3154 3323 288064266
5479 7693 6025 9318 151986850
331 6586 1301 4603 79607570
1670 4952 2986 9874 491448553
1321 4599 4123 6720 109469600
4255 4614 5936 6164 90773902
2313 7518 987 4827 83618920
6666 6745 3628 8001 40907610
2587 4255 1635 7370 10126097
2572 9733 1621 7732 250642803
3814 6162 4921 5774 152736878
4027 5496 6102 9799 136821270
6082 9428 3769 4599 43183618
6279 6977 17 5384 263943101
7296 9171 1009 1717 416787159
8494 9598 2889 4123 35226488
960 5909 952 5998 159378548
4167 5942 240 4704 212278518
2181 5886 4181 8203 145841232
3740 5018 2545 3569 131447541
3759 4345 2658 4071 82110162
7629 8136 7252 9767 134296253
2204 6932 687 5268 137270982
1457 1948 5703 7525 504006927
108 7088 6258 8554 153898452
2466 3226 1146 7481 349626646
5910 7818 2043 8099 365070642
2092 7221 2077 2213 258059198
1005 9651 564 3994 2513547
6478 7706 2376 2545 165733097
3130 9457 769 6531 523324111
2143 5639 5321 7102 21549118
2887 5731 8309 9202 121706869
4541 8488 5299 7940 8277233
4793 7761 4591 9620 123144819
3300 7872 1012 7617 278113419
2 1746 1327 3571 196592452
4139 4217 2240 4431 376997244
3831 5060 812 5629 329289449
3491 6703 1830 2069 317559098
2755 4694 3 5767 52957696
3942 7778 8049 8128 592365064
4611 7406 3583 7220 267728202
857 6982 5527 9296 202766257
5794 7243 2739 9450 443682913
2642 5076 6533 6847 13363919
8345 9054 4338 6385 30157974
1456 4924 369 804 246757722
1442 3984 7167 7780 22907033
6157 6874 3348 7959 33283609
1719 2657 6771 9393 209467001
499 2885 1287 1701 165017510
1771 6594 5469 7353 4926640
604 6222 733 8291 27560180
6338 8643 2030 3812 198825353
9894 9991 7053 7448 40221277
2795 7450 2357 3979 362570118
7339 7576 1038 8123 216712980
463 4356 1020 1684 235160028
1236 9939 609 6611 387485888
524 9670 3026 3997 118928840
1101 5425 2549 8308 1039656
1488 5256 1807 2580 354573997
3664 4902 4568 6311 56037941
3213 5629 2571 7429 55581925
677 4927 8602 8741 406320647
2106 4519 7333 8112 3121821
7061 8227 1240 2111 294415744
2171 3256 3397 8660 302938105
3072 9406 7304 9749 412098534
8437 9300 188 3153 479822578
2876 6066 4438 9971 256177239
2639 4310 2159 2699 7846432
3971 4894 4049 9002 427762097
5162 9962 2251 4762 225425903
821 2673 2876 6328 223687612
2176 2801 1309 9743 92810710
3542 9374 533 3321 57158882
5533 6185 3884 4994 99761504
5349 9974 1223 1283 36593829
6991 9304 2057 4520 388832313
2844 9272 6180 9579 56209406
5032 5367 2869 9878 227106095
2301 5873 4112 7734 261953345
1279 9317 5155 6413 180007686
2126 7535 2967 3027 151435192
415 3705 1335 3078 333171757
4104 7239 4205 4283 26540538
1323 3060 4792 7241 439847587
2387 9307 617 5610 216757045
4052 7214 1545 7631 169825864
4758 6961 7423 8120 135947263
1157 4556 1757 2895 474809522
3063 6381 3519 9521 129293438
8748 9479 4569 7291 218882157
3657 9870 394 3848 65901197
5695 6172 608 4973 64718057
6551 9716 1298 5657 573564904
3572 6924 3682 9914 80671126
596 6778 4194 8613 536217835
3983 5777 161 9153 755291522
1989 2702 1143 9800 492566580
4889 9112 470 5290 246109972
1386 5623 3131 9147 76611559
4828 8841 3503 4127 84215804
7890 8926 2382 8516 398411098
3440 7659 3223 8512 1898814
1781 8796 4563 8028 3975064
1368 9214 6491 7695 122649757
8150 9941 2989 6787 241326249
4626 6127 3058 4279 41088430
6063 6582 5333 8576 661005461
6696 7891 1484 3249 354082690
3385 4089 457 969 436883824
6395 8379 5016 6795 566376638
1398 6209 752 6898 108458679
4152 6063 2817 5612 55915705
1990 5387 4073 9724 90172265
461 4389 1228 4961 142964668
2904 9101 6660 9113 571970746
4350 4578 8640 9171 301314617
3587 3946 2351 6903 203552049
411 6325 5610 7431 257347458
4508 9410 4599 6214 11414611
3162 4031 4666 6369 23728916
3412 9799 4849 5008 211325928
4274 7174 190 789 299463418
5280 6332 6524 8268 6586801
738 9452 595 8499 411779533
4408 9420 410 9876 383860164
740 3509 2671 4108 96751446
3046 7393 191 4365 511519429
223 2305 7255 8444 45068281
3345 6999 1473 5233 43460641
798 2809 4965 7403 79023551
415 548 1521 2902 14818605
5211 5615 4239 6580 567003137
652 7499 7764 7884 263423459
3977 7707 1911 8665 186415229
2745 7477 142 7862 239695815
3191 7945 1204 4394 75341102
2598 9106 2140 4595 664550663
2696 4345 3056 3243 75346597
1785 2707 4908 7175 100931964
3676 5683 6417 7616 157801535
5612 7868 1530 5216 319063286
3685 6850 2367 6909 172013309
5795 8946 3992 6245 46053369
6677 8389 4481 8282 83094688
6584 9870 7664 9383 152323378
2786 6164 537 2943 4534396
138 2403 3435 8888 92565458
2931 9980 2919 5913 296240718
4331 6232 106 3514 433179272
4897 8792 642 1454 43656531
268 829 3337 7384 215820252
1700 2132 1554 8238 467322363
3340 6084 1562 2900 454184433
369 3485 592 6894 43849742
153 5610 2638 9630 39161498
3952 8215 9545 9802 69748548
4231 4606 5534 6671 230399503
3660 7338 1795 3774 65012348
4274 5952 4429 6234 36632865
2991 7637 3182 7320 2767693
5808 9972 2319 8955 20720229
5471 5589 1064 8411 256737858
2960 6740 8273 9502 153443133
1019 7983 315 9592 450883905
650 8587 2302 7912 332305398
929 9455 3176 7290 297538775
5174 6983 4034 9903 198354441
5373 9940 2413 2873 371630267
2490 6006 799 6179 168697459
4496 4732 12 9880 40542845
3529 7729 81 7828 222780367
302 6319 887 5975 356810135
6300 8531 2403 5478 114974515
5007 9647 3712 6038 337327031
16 5589 7234 9206 68958875
1704 9933 5046 5906 458877446
3145 4279 4400 9882 55135925
1795 3292 7845 9602 521854616
5016 5747 532 3707 411971044
652 4737 2048 3093 175524279
4855 5044 4745 4850 69151124
3747 4288 2126 4077 27650196
4765 6498 677 2334 3549019
5065 9258 1522 7065 357274396
140 6062 8697 9751 29699122
6469 8074 6037 7346 185673099
6221 9509 5961 7187 303554084
4249 8709 7320 9119 148452015
583 8756 3183 3774 304904884
895 9858 669 6763 61917452
2778 5343 5213 7851 241445528
8945 9119 3800 9761 253481176
5814 7262 6194 8737 415790789
242 1873 752 2557 43484282
1954 9861 42 2033 16124000
4203 9483 1144 2210 232719906
846 7937 2334 4395 531267726
1802 4124 1227 8882 287349773
402 9936 784 3294 439930015
5840 9238 5272 7474 21358113
3833 8156 2479 5550 383189329
2206 6790 2932 8173 297911840
6680 8979 9490 9621 13887385
931 4944 1573 6459 575102400
5475 9243 2096 2580 25018908
2328 5809 2346 8679 70141888
3723 8582 4451 6789 207691717
2387 9454 5525 8688 167059832
160 4887 5937 9233 297425557
2125 8614 6107 7579 500822021
110 5248 1243 2021 169415930
2576 3166 522 636 32710607
1312 5968 6014 9551 339740721
983 4376 4604 8403 23896774
6502 8008 1492 5123 52088232
9844 9882 3390 6005 46049608
5273 8051 193 2818 135351132
3082 7045 905 9886 73877522
3377 6113 6419 9367 85478556
5166 9708 6973 7886 77650324
5588 7135 5823 6423 63565087
7988 9982 768 9306 501850826
2346 8135 5957 7885 122995754
3883 6832 3792 9813 108341670
4567 6083 1791 7268 43361999
3872 5812 4097 9516 161559414
3245 8218 4158 7104 30111373
3645 8597 1733 7993 175491807
43 1644 1402 9828 268763632
8536 9251 4097 9941 76941499
6593 7623 6500 9261 201360924
337 3454 6828 9605 52705894
665 3577 5749 9906 74220498
7259 7404 3524 8734 200973308
6035 7179 1694 3006 448767153
1817 9883 5800 7968 268664928
3710 9461 2269 5952 40999827
3116 3684 1553 2821 199085011
2119 6939 5280 6321 208850561
549 7744 6513 9739 191147075
